filename,text
zh-cn/default/b165d2.wav,180 Inverted Turn. 倒飞一百八十度转弯。
zh-cn/default/85ab47.wav,270 Degree Roller. 内筋斗中做一个整横滚，外筋斗中做半横滚。
zh-cn/default/da0cb7.wav,270 Roller. 内筋斗中做三个整横滚。
zh-cn/default/33df59.wav,45 Downline.
zh-cn/default/118a7f.wav,90 Degree Roller. 内筋斗中做一个整横滚，倒飞退出。
zh-cn/default/78b7e2.wav,Bow Tie. 两条四十五度上升线上各做半横滚，倒飞退出。
zh-cn/default/f0de7d.wav,Double Humpty. 下降线上做二分之一横滚，外筋斗，上升线上做四分之三正螺旋滚，倒飞退出。
zh-cn/default/5afbfd.wav,Double Humpty. 上升线上做四分之一横滚，下降线上做正螺旋滚，上升线上做二分之一处四分之一横滚，倒飞退出。
zh-cn/default/3054df.wav,Down Fig N. 四十五度上升线上做两个整横滚。
zh-cn/default/7843ae.wav,Down Humpty. 下降线上做两个四分之一横滚，上升线上做一个整横滚。
zh-cn/default/ff8000.wav,Down Humpty Bump. 进入时做四分之三正螺旋转，倒飞退出。
zh-cn/default/e14425.wav,Down Loop. 外筋斗，反向四分之三横滚，底部做一个又四分之三正螺旋滚。
zh-cn/default/6410d4.wav,Down Sharks Tooth. 下降线上做四分之三横滚，上升线上做两个四分之一横滚，倒飞退出。
zh-cn/default/414026.wav,Down Sharks Tooth. 进入时做两圈正螺旋。
zh-cn/default/9e2926.wav,Fig N. 倒飞四十五度下降线上做二分之一处二分之一横滚，倒飞退出。
zh-cn/default/2d2053.wav,Fig P. 上升线上做四分之一处横滚，顶部做一个整横滚，退出时做正螺旋滚。
zh-cn/default/67a43e.wav,Goldfish. 四十五度上升线上做两个四分之一横滚。
zh-cn/default/881636.wav,Half Cuban. 外筋斗，下降线上做二分之一处横滚。
zh-cn/default/a69a0f.wav,Half Cuban. 四十五度上升线上做反向四分之三加四分之三处三个横滚，外筋斗，退出时做二分之一处横滚，倒飞退出。
zh-cn/default/4edc53.wav,Half Reverse Cuban. 推杆进入，四十五度下降线上做四分之一处二分之一横滚，外筋斗，退出时做四分之一处三个至四分之三反向横滚。
zh-cn/default/bb63fb.wav,Half Reverse Cuban. 下降线上做一个又二分之一负螺旋滚，内筋斗，退出时做四分之一处二分之一横滚接反向四分之一处二分之一横滚，倒飞退出。
zh-cn/default/75794b.wav,Half Reverse Cuban. 四十五度上升线上做四分之一处五个横滚，接反向四分之一横滚，内筋斗，退出时做一个又四分之三正螺旋滚，接反向四分之一处三个横滚。
zh-cn/default/af6f8e.wav,Hammerhead. 上升线上做四分之三横滚，接反向四分之三正螺旋滚，下降线上做四分之一处二分之一横滚，倒飞退出。
zh-cn/default/460043.wav,Hammerhead.
zh-cn/default/cb8782.wav,Hammerhead. 上升线上做四分之一处二分之一横滚，下降线上做四分之三负螺旋滚接四分之三横滚。
zh-cn/default/6e38a2.wav,Hammerhead. 推杆进入，上升线上做二分之一横滚，下降线上做二分之一处二分之一横滚，推杆至四十五度并做二分之一横滚退出。
zh-cn/default/ae3462.wav,Hammerhead. 上升线上做二分之一横滚，下降线上做二分之一横滚。
zh-cn/default/0e1c80.wav,Humpty Bump. 上升线上做二分之一横滚，下降线上做二分之一横滚。
zh-cn/default/a9baf6.wav,Humpty. 上升线上做二分之一处二分之一横滚，接反向一个又二分之一正螺旋滚，下降线上做一个又四分之一横滚，正飞退出。
zh-cn/default/df36d6.wav,Immelmann. 进入时做一个又四分之三横滚，接反向四分之三正螺旋滚，外筋斗，反向整横滚，退出时做整横滚。
zh-cn/default/5e8b19.wav,Immelmann. 顶部做二分之一横滚。
zh-cn/default/e32c7d.wav,Laydown Humpty. 下降线上做一个整横滚，上升线上做二分之一处横滚。
zh-cn/default/3a61a0.wav,Laydown S. 进入时做二分之一横滚，外筋斗，四十五度上做四分之三负螺旋滚接四分之一横滚，内筋斗，退出时做四分之一处横滚。
zh-cn/default/0a0edd.wav,Loop. 倒飞进入，顶部做四分之三接一个反向横滚，正飞退出。
zh-cn/default/ceaecb.wav,Loop.
zh-cn/default/ded186.wav,P Loop. 进入时做两个整横滚，四分之三内筋斗，下降线上做四分之一横滚，正飞退出。
zh-cn/default/f10f90.wav,Q Loop. 顶部融合做一个整横滚，沿四十五度下降线退出。
zh-cn/default/488b35.wav,Q Loop. 四十五度上升线上做四分之一处二分之一横滚，顶部做负螺旋滚，退出时做二分之一横滚。
zh-cn/default/699fed.wav,Advanced ALT 航线重置。
zh-cn/default/7ccc94.wav,Advanced 航线重置。
zh-cn/default/2f7cd5.wav,Basic 航线重置。
zh-cn/default/8f43d3.wav,Intermediate ALT 航线重置。
zh-cn/default/53ec08.wav,Intermediate 航线重置。
zh-cn/default/4afef4.wav,Sportsman 航线重置。
zh-cn/default/5aefed.wav,Unlimited ALT 航线重置。
zh-cn/default/379bd7.wav,Unlimited 航线重置。
zh-cn/default/9a82e1.wav,Reverse Half Cuban. 四十五度上升线上做二分之一横滚。
zh-cn/default/aa2c94.wav,Reverse Laydown Humpty. 上升线上做一个又二分之一正螺旋滚，接反向一个又二分之一横滚，外筋斗，下降线上做二分之一处横滚，倒飞退出。
zh-cn/default/16e65f.wav,Reverse Laydown Humpty. 上升线上做一个又二分之一横滚，下降线上做二分之一处横滚，倒飞退出。
zh-cn/default/e673a1.wav,Roll.
zh-cn/default/aa00eb.wav,Sharks Tooth. 四十五度上升线上做一个又四分之一横滚，接反向四分之一横滚，下降线上做二分之一处二分之一横滚。
zh-cn/default/c6f15a.wav,Sharks Tooth. 上升线上做六分之一处四分之三横滚，接四分之三正螺旋滚，下降线上做三分之一处四分之三横滚，接反向四分之三横滚。
zh-cn/default/7cbea2.wav,Spin. 一个又二分之一正圈，反向一个又四分之三负螺旋滚，正飞退出并切入十字航线。
zh-cn/default/0c04fe.wav,Spin. 一个又二分之一正圈，反向做二分之一处二分之一横滚，推杆至倒飞退出。
zh-cn/default/bb208c.wav,Spin. 一个又四分之三倒飞圈，同方向做二分之一处四分之一横滚，拉杆至正飞退出。
zh-cn/default/20f5b2.wav,Split S. 进入时做二分之一横滚。
