filename,text
en/gb/b165d2.wav,180 Degree Inverted Aerobatic Turn.
en/gb/85ab47.wav,"270 Degree Roller. Full roll inside, half roll outside."
en/gb/da0cb7.wav,270 Degree Roller. Three full rolls inside.
en/gb/33df59.wav,45 Downline.
en/gb/118a7f.wav,90 Degree Roller. Full roll inside. Exit inverted.
en/gb/78b7e2.wav,Bow Tie. Half roll on both 45 uplines. Exit inverted.
en/gb/f0de7d.wav,"Double Humpty. Half roll on the downline, outside loop, three-quarter positive snap on the upline. Exit inverted."
en/gb/5afbfd.wav,"Double Humpty. Quarter roll on the upline, positive snap on the downline, quarter roll on top. Exit inverted."
en/gb/3054df.wav,Down Fig N. Two rolls on the 45 upline.
en/gb/7843ae.wav,"Down Humpty. Two quarter rolls on the downline, full roll on the upline."
en/gb/ff8000.wav,Down Humpty Bump. Three-quarter positive spin on entry. Exit inverted.
en/gb/e14425.wav,"Down Loop. Outside loop, three-quarter opposite roll, one and three-quarter positive snaps at the bottom."
en/gb/6410d4.wav,"Down Sharks Tooth. Three-quarter roll on the downline, two quarter rolls on the upline. Exit inverted."
en/gb/414026.wav,Down Sharks Tooth. Two turn positive spin on entry.
en/gb/9e2926.wav,Fig N. Half roll on the inverted 45 downline. Exit inverted.
en/gb/2d2053.wav,"Fig P. Four-point roll on the upline, full roll at the top, positive snap on exit."
en/gb/67a43e.wav,Goldfish. Two quarter rolls on the 45 upline.
en/gb/881636.wav,"Half Cuban. Outside loop, half roll on the downline."
en/gb/a69a0f.wav,"Half Cuban. Three-quarter opposite roll on the 45 upline, outside loop, half roll on exit. Exit inverted."
en/gb/4edc53.wav,"Half Reverse Cuban. Push entry, half roll on the 45 downline, outside loop, three-quarter opposite roll on exit."
en/gb/bb63fb.wav,"Half Reverse Cuban. One and a half negative snaps on the downline, inside loop, half roll opposite half roll on exit. Exit inverted."
en/gb/75794b.wav,"Half Reverse Cuban. One and a quarter roll, opposite quarter roll on the 45 upline. Inside loop. One and three-quarter positive snaps, opposite three-quarter roll on exit."
en/gb/af6f8e.wav,"Hammerhead. Three-quarter roll, opposite three-quarter positive snap on the upline. Half roll on the downline. Exit inverted."
en/gb/460043.wav,Hammerhead.
en/gb/cb8782.wav,"Hammerhead. Half roll on the upline, three-quarter negative snap then three-quarter roll on the downline."
en/gb/6e38a2.wav,"Hammerhead. Push entry, half roll on the upline, half roll on the downline, half roll to exit."
en/gb/ae3462.wav,"Hammerhead. Half roll on the upline, half roll on the downline."
en/gb/0e1c80.wav,"Humpty Bump. Half roll on the upline, half roll on the downline."
en/gb/a9baf6.wav,"Humpty. Half roll, opposite one and a half positive snaps on the upline. One and a quarter rolls on the downline."
en/gb/df36d6.wav,"Immelmann. One and three-quarter rolls, opposite three-quarter positive snap on entry. Outside loop. Full roll opposite, full roll on exit."
en/gb/5e8b19.wav,Immelmann. Half roll at the top.
en/gb/e32c7d.wav,"Laydown Humpty. Full roll on the downline, half roll on the upline."
en/gb/3a61a0.wav,"Laydown S. Half roll on entry, outside loop, three-quarter negative snap and quarter roll on the 45, inside loop, four-point roll on exit."
en/gb/0a0edd.wav,"Loop. Outside entry, three-quarter opposite roll and quarter roll at the top."
en/gb/ceaecb.wav,Loop.
en/gb/ded186.wav,"P Loop. Two full rolls on entry, three-quarter inside loop, quarter roll on the downline."
en/gb/f10f90.wav,Q Loop. Full roll integrated at the top. Exit on a 45 downline.
en/gb/488b35.wav,"Q Loop. Half roll on the upline, negative snap at the top, half roll on exit."
en/gb/699fed.wav,Advanced ALT sequence reset.
en/gb/7ccc94.wav,Advanced sequence reset.
en/gb/2f7cd5.wav,Basic sequence reset.
en/gb/8f43d3.wav,Intermediate ALT sequence reset.
en/gb/53ec08.wav,Intermediate sequence reset.
en/gb/4afef4.wav,Sportsman sequence reset.
en/gb/5aefed.wav,Unlimited ALT sequence reset.
en/gb/379bd7.wav,Unlimited sequence reset.
en/gb/9a82e1.wav,Reverse Half Cuban. Half roll on the 45 upline.
en/gb/aa2c94.wav,"Reverse Laydown Humpty. One and a half positive snaps, opposite one and a half rolls on the upline. Outside loop, half roll on the downline. Exit inverted."
en/gb/16e65f.wav,"Reverse Laydown Humpty. One and a half rolls on the upline, half roll on the downline. Exit inverted."
en/gb/e673a1.wav,Roll.
en/gb/aa00eb.wav,"Sharks Tooth. One and a quarter roll, opposite quarter roll on the 45 upline. Half roll on the downline."
en/gb/c6f15a.wav,"Sharks Tooth. Three-quarter roll, three-quarter positive snap on the upline. Three-quarter roll, opposite three-quarter roll on the downline."
en/gb/7cbea2.wav,Spin. One and a half positive turns. Opposite one and three-quarter negative snaps. Exit upright.
en/gb/0c04fe.wav,"Spin. One and a half positive turns. Half roll opposite, push to exit inverted."
en/gb/bb208c.wav,"Spin. One and three-quarter inverted turns. Quarter roll, pull to exit upright."
en/gb/20f5b2.wav,Split S. Half roll to enter.
en/gb/4b1714.wav,"Split S. Half roll to enter, positive snap on exit."
en/gb/0a07d0.wav,"Tear Drop. Three-quarter negative snap and quarter roll on the upline, positive snap at the bottom."
en/gb/e4b390.wav,"Tear Drop. Quarter roll, opposite one and a quarter rolls on the upline, inside loop. Full roll, opposite negative snap on the downline. Exit inverted."
en/gb/a7e703.wav,"Tear Drop. Quarter roll, opposite one and a quarter rolls on the upline, inside loop. Full roll, opposite three-quarter negative snap on the downline. Exit inverted."
en/gb/7bf888.wav,Vertical Down Line. Half roll.
en/gb/6bb17e.wav,"Vertical Upline. Half roll, push to exit."
